1000989594	354141	414.016052784	414.491883724	567.378561348	567.746206243
1001016422	346536	891.769491937	892.245322877	295.216431199	295.584076094
1001016423	346536	892.204941673	892.680772613	294.849217829	295.216862724
1002248600	293774	374.830338498	375.306169438	539.606974555	539.97461945
100237913	9402	62.7615554295	63.2373863695	676.681549904	677.049194799
1002566333	290680	912.34250781	912.81833875	899.059235612	899.426880507
100269010	78380	115.046740615	115.522571555	511.271724096	511.639368991
1003125690	6998	461.335100403	461.810931343	571.939217197	572.306862092
1003637472	2290263	310.699650668	311.175481608	617.603968613	617.971613508
1003901482	301486	552.197005165	552.672836105	645.697406007	646.065050902
1003901514	56526	549.903354371	550.379185311	643.243034992	643.610679887
1003901554	1753028	537.397005165	537.872836105	644.90942805	645.277072946
1003901563	8748	545.917110985	546.392941925	641.965439652	642.333084547
1004038707	360480	470.867904636	471.343735576	661.33674612	661.704391015
1004038721	609079	527.497005165	527.972836105	616.446318495	616.81396339
1004038724	51782	515.703354371	516.179185311	618.075826472	618.443471367
1004038725	14390	475.517640086	475.993471026	665.485378747	665.853023642
1005229944	39774	388.277428445	388.753259385	508.576641573	508.944286468
1005405936	1198074	479.056793525	479.532624465	593.30998184	593.677626735
1005726880	368384	176.889068657	177.364899597	455.611599226	455.979244122
1006281674	64164	765.866317334	766.342148274	586.176922026	586.544566921
1006285795	64164	354.624518392	355.100349332	656.90587307	657.273517966
1006289717	64008	357.493830562	357.969661502	653.869261875	654.23690677
1008177078	8748	14.9832485511	15.4590794912	831.548112709	831.915757605
1008432013	8748	22.9366877046	23.4125186446	837.248106867	837.615751762
1010595081	293774	498.660497228	499.136328168	508.140575907	508.508220802
1010622739	14390	556.856264424	557.332095364	370.529319901	370.896964796
1010628927	72235	571.77160834	572.24743928	427.144101777	427.511746672
1010635496	8748	566.471079239	566.946910179	419.429890774	419.797535669
1010640643	8748	560.518169186	560.994000126	422.093279926	422.460924821
1010644811	109029	555.066317334	555.542148274	479.081825403	479.449470299
1010649907	2049791	514.635100403	515.110931343	441.131812407	441.499457302
1010654306	109029	462.673195641	463.149026581	468.273625364	468.641270259
1010658341	8748	506.835629504	507.311460444	428.469512175	428.83715707
1010666875	65148	561.859439027	562.335269967	445.422524444	445.79016934
1010817983	293774	462.267375535	462.743206475	473.591386598	473.959031494
1010825519	14390	479.657322625	480.133153565	441.332358933	441.700003828
1010830680	29061	528.829280297	529.305111237	425.552571043	425.920215938
1010884004	14390	473.725047493	474.200878433	442.823343119	443.190988015
1011663180	125136	378.925047493	379.400878433	509.005603411	509.373248306
1012037681	293774	458.801237969	459.277068909	461.408322549	461.775967444
1014404060	524500	462.119227387	462.595058327	556.050145485	556.41779038
1014777722	29061	355.279544847	355.755375787	726.977975323	727.345620218
1016007310	2191019	360.708645377	361.184476317	247.618582149	247.986227044
1016064718	29061	714.801237969	715.277068909	588.902878217	589.270523112
1020282702	4040955	404.405470773	404.881301713	615.552602765	615.92024766
1020322337	149424	965.575312043	966.051142983	575.17473636	575.542381255
1020322645	149424	964.673724742	965.149555682	575.572823794	575.940468689
1020775190	29061	181.459968128	181.935799068	959.654499991	960.022144886
1020955837	21709	434.497534265	434.973365205	526.932382647	527.300027543
1021099588	290680	448.400708869	448.876539809	502.518989973	502.886634869
102192894	290680	85.9398623078	86.4156932478	668.842208287	669.209853182
