1000989594	354141	48.138249034	48.138338966	11.5656603185	11.5657950815
1001016422	346536	48.228544434	48.228634366	11.4660488997	11.4661839003
1001016423	346536	48.228626734	48.228716666	11.4659144996	11.4660495004
1002248600	293774	48.130842934	48.130932866	11.5554959282	11.5556306718
100237913	9402	48.071861934	48.071951866	11.6056653055	11.6057998945
1002566333	290680	48.232432734	48.232522666	11.6870553946	11.6871904054
100269010	78380	48.081743834	48.081833766	11.5451252926	11.5452599074
1003125690	6998	48.147192334	48.147282266	11.5673295068	11.5674642932
1003637472	2290263	48.118722234	48.118812166	11.5840428441	11.5841775559
1003901482	301486	48.164365234	48.164455166	11.5943249842	11.5944598158
1003901514	56526	48.163931734	48.164021666	11.5934266848	11.5935615152
1003901554	1753028	48.161568034	48.161657966	11.5940365879	11.5941714121
1003901563	8748	48.163178334	48.163268266	11.5929590858	11.5930939142
1004038707	360480	48.148994034	48.149083966	11.6000490044	11.6001837956
1004038721	609079	48.159696934	48.159786866	11.5836190903	11.5837539097
1004038724	51782	48.157467934	48.157557866	11.5842154933	11.5843503067
1004038725	14390	48.149872834	48.149962766	11.6015674032	11.6017021968
1005229944	39774	48.133384434	48.133474366	11.5441388249	11.5442735751
1005405936	1198074	48.150541734	48.150631666	11.5751512024	11.5752859976
1005726880	368384	48.093432034	48.093521966	11.5247536773	11.5248883227
1006281674	64164	48.204748734	48.204838666	11.5725404311	11.5726753689
1006285795	64164	48.127024034	48.127113966	11.5984273332	11.5985620668
1006289717	64008	48.127566334	48.127656266	11.5973159325	11.5974506675
1008177078	8748	48.062831834	48.062921766	11.6623465173	11.6624810827
1008432013	8748	48.064335034	48.064424966	11.6644327153	11.6645672847
1010595081	293774	48.154246834	48.154336766	11.5439791975	11.5441140025
1010622739	14390	48.165245834	48.165335766	11.493613483	11.493748317
1010628927	72235	48.168064834	48.168154766	11.5143344793	11.5144693207
1010635496	8748	48.167063034	48.167152966	11.5115110807	11.5116459193
1010640643	8748	48.165937934	48.166027866	11.5124858821	11.5126207179
1010644811	109029	48.164907534	48.164997466	11.5333436835	11.5334785165
1010649907	2049791	48.157266034	48.157355966	11.5194539935	11.5195888065
1010654306	109029	48.147445234	48.147535166	11.5293879064	11.5295226936
1010658341	8748	48.155791934	48.155881866	11.5148195955	11.5149544045
1010666875	65148	48.166191434	48.166281366	11.5210243818	11.5211592182
1010817983	293774	48.147368534	48.147458466	11.5313342065	11.5314689935
1010825519	14390	48.150655234	48.150745166	11.5195274022	11.5196621978
1010830680	29061	48.159948734	48.160038666	11.51375199	11.51388681
1010884004	14390	48.149534034	48.149623966	11.5200731037	11.5202078963
1011663180	125136	48.131616834	48.131706766	11.5442958272	11.5444305728
1012037681	293774	48.146713434	48.146803366	11.5268752074	11.5270099926
1014404060	524500	48.147340534	48.147430466	11.5615141066	11.5616488934
1014777722	29061	48.127147834	48.127237766	11.6240737331	11.6242084669
1016007310	2191019	48.128173934	48.128263866	11.4486282317	11.4487629683
1016064718	29061	48.195097434	48.195187366	11.5735381438	11.5736730562
1020282702	4040955	48.136432634	48.136522566	11.5832920209	11.5834267791
1020322337	149424	48.242493734	48.242583666	11.5685135813	11.5686486187
1020322645	149424	48.242323334	48.242413266	11.5686592815	11.5687943185
1020775190	29061	48.094295934	48.094385866	11.7092334761	11.7093681239
1020955837	21709	48.142120034	48.142209966	11.5508570134	11.5509917866
1021099588	290680	48.144747734	48.144837666	11.54192171	11.54205649
102192894	290680	48.076242634	48.076332566	11.6027960998	11.6029307002
102195964	8748	48.074096334	48.074186266	11.6044748026	11.6046093974
1022941683	3245367	48.134715934	48.134805866	11.5743727231	11.5745074769
1023993996	8748	48.161541334	48.161631266	11.4671967879	11.4673316121
1026435513	8703	48.097169634	48.097259566	11.5373969724	11.5375316276
1027002570	78613	48.078742834	48.078832766	11.4842726965	11.4844073035
1028165405	8748	48.120417234	48.120507166	11.6216724419	11.6218071581
1028175686	29061	48.123236134	48.123326066	11.6256321382	11.6257668618
1028467805	80117	48.085434234	48.085524166	11.4854561877	11.4855908123
1029676328	8748	48.175172434	48.175262366	11.58852367	11.58865853
1029676330	8748	48.175589134	48.175679066	11.5885129695	11.5886478305
1029676333	8748	48.175272534	48.175362466	11.5888696699	11.5890045301
1029909586	14390	48.181462234	48.181552166	11.4972290617	11.4973639383
1033295123	323389	48.119998534	48.120088466	11.3642433424	11.3643780576
1035203039	170813	48.190142434	48.190232366	11.6161045503	11.6162394497
1035203042	4492190	48.202737034	48.202826966	11.6120110337	11.6121459663
1035203052	4492190	48.202721334	48.202811266	11.6120888337	11.6122237663
1035744154	224440	48.134242234	48.134332166	11.5637731238	11.5639078762
1036447121	29003	48.089813334	48.089903266	11.393281182	11.393415818
1036670500	72719	48.092135534	48.092225466	11.404726179	11.404860821
1038236012	29061	48.173612434	48.173702366	11.5663981721	11.5665330279
1038239986	78613	48.086064334	48.086154266	11.4772112869	11.4773459131
1038804683	29003	48.097942834	48.098032766	11.4131089714	11.4132436286
1039009513	194538	48.144723334	48.144813266	11.56115141	11.56128619
1039009514	230707	48.148110034	48.148199966	11.5527469056	11.5528816944
1039009517	689576	48.147172634	48.147262566	11.5582267068	11.5583614932
1039744613	89073	48.136806934	48.136896866	11.3857984204	11.3859331796
1039917783	354821	48.124011234	48.124101166	11.5098225372	11.5099572628
1041089943	29061	48.205169834	48.205259766	11.6003468305	11.6004817695
1041461113	753289	48.150772534	48.150862466	11.5574271021	11.5575618979
1041461428	753289	48.150798934	48.150888866	11.555860302	11.555995098
